Entity,Number of data,Hard EM,Soft EM,F1,BEM,Instzero,Human
DATE,499,0.0,0.5370741482965932,0.16732316188942398,0.9098196392785571,0.8657314629258517,0.7535070140280561
CARDINAL,169,0.0,0.5088757396449705,0.1294153728444125,0.9467455621301775,0.8520710059171598,0.7041420118343196
QUANTITY,19,0.0,0.21052631578947367,0.16668503330318604,0.8947368421052632,0.7368421052631579,0.7368421052631579
ORDINAL,13,0.0,0.46153846153846156,0.14798169813076553,0.8461538461538461,0.8461538461538461,0.7692307692307693
MONEY,11,0.0,0.36363636363636365,0.09487326942002826,1.0,0.6363636363636364,0.45454545454545453
PERCENT,10,0.0,0.4,0.056561690506923765,1.0,0.6,0.5
TIME,7,0.0,0.42857142857142855,0.20646277319705314,1.0,1.0,0.8571428571428571
PERSON,1035,0.0,0.7294685990338164,0.2066847674250142,0.9729468599033816,0.8415458937198068,0.8115942028985508
GPE,288,0.0,0.6666666666666666,0.1732609095218484,0.9340277777777778,0.8923611111111112,0.8159722222222222
ORG,198,0.0,0.696969696969697,0.2020712940313437,0.9494949494949495,0.8585858585858586,0.797979797979798
NORP,80,0.0,0.525,0.14534178966199704,0.9375,0.95,0.8625
LOC,46,0.0,0.6304347826086957,0.22777814281285624,0.9347826086956522,0.9782608695652174,0.8478260869565217
WORK_OF_ART,14,0.0,0.5714285714285714,0.14866745070345475,0.9285714285714286,0.7857142857142857,0.7142857142857143
FAC,17,0.0,0.5882352941176471,0.2008065182507373,0.9411764705882353,0.7647058823529411,0.7058823529411765
PRODUCT,13,0.0,0.46153846153846156,0.1853909301873103,1.0,0.8461538461538461,0.8461538461538461
EVENT,8,0.0,0.5,0.2759955869140109,0.875,1.0,0.625
LAW,4,0.0,0.5,0.1211904761904762,1.0,1.0,1.0
LANGUAGE,3,0.0,0.0,0.125,0.6666666666666666,1.0,0.6666666666666666
unknown,586,0.0,0.5392491467576792,0.13743259283099288,0.89419795221843,0.8873720136518771,0.7866894197952219
Overall,3020,0.0,0.621523178807947,0.17581198317297306,0.9374172185430464,0.8642384105960265,0.7884105960264901
