Entity,Number of data,Hard EM,Soft EM,F1,BEM,Human
LAW,3,0.0,0.3333333333333333,0.07313997477931905,1.0,0.6666666666666666
"['ORG', 'PERSON', 'PERSON']",3,0.0,0.3333333333333333,0.06060606060606061,1.0,0.3333333333333333
"['GPE', 'GPE', 'ORG', 'GPE']",1,0.0,1.0,0.25,1.0,1.0
"['PERSON', 'PERSON', 'DATE', 'ORG']",1,0.0,1.0,0.1904761904761905,1.0,1.0
"['DATE', 'DATE', 'TIME']",1,0.0,1.0,0.5,1.0,1.0
"['CARDINAL', 'PERSON']",2,0.0,0.5,0.11904761904761905,1.0,1.0
"['NORP', 'NORP', 'PERSON']",1,0.0,0.0,0.0,1.0,0.0
"['NORP', 'NORP', 'GPE']",1,0.0,1.0,0.07692307692307693,1.0,1.0
"['LANGUAGE', 'NORP']",1,0.0,1.0,0.08695652173913045,1.0,1.0
"['DATE', 'TIME']",2,0.0,0.5,0.08,1.0,1.0
PRODUCT,9,0.0,0.3333333333333333,0.1301218208080953,0.8888888888888888,0.7777777777777778
"['GPE', 'LANGUAGE']",1,0.0,0.0,0.0,1.0,1.0
"['GPE', 'ORG']",1,0.0,1.0,0.12,1.0,1.0
"['PERSON', 'ORG', 'PERSON']",1,0.0,0.0,0.0,1.0,0.0
"['ORG', 'PERSON', 'ORG']",1,0.0,1.0,0.05479452054794521,1.0,1.0
"['GPE', 'NORP']",1,0.0,1.0,0.034482758620689655,1.0,1.0
"['NORP', 'GPE', 'NORP', 'GPE']",1,0.0,1.0,0.2222222222222222,1.0,1.0
"['GPE', 'GPE', 'NORP']",1,0.0,1.0,0.13333333333333333,1.0,1.0
"['LANGUAGE', 'PERSON', 'PERSON']",1,0.0,0.0,0.0,0.0,0.0
"['GPE', 'PERSON']",2,0.0,0.5,0.5,1.0,1.0
"['ORG', 'ORG', 'FAC', 'GPE', 'FAC']",1,0.0,0.0,0.375,1.0,0.0
"['PERSON', 'ORG', 'PERSON', 'PERSON', 'PERSON']",1,0.0,1.0,0.2857142857142857,1.0,1.0
"['ORG', 'ORG', 'PERSON']",1,0.0,1.0,0.23076923076923078,1.0,0.0
"['PERSON', 'PERSON', 'GPE', 'PERSON', 'PERSON', 'PERSON']",1,0.0,1.0,0.4,1.0,1.0
"['GPE', 'GPE', 'GPE', 'GPE', 'PERSON', 'GPE', 'GPE', 'GPE']",1,0.0,1.0,0.38095238095238093,1.0,1.0
"['LANGUAGE', 'PERSON']",1,0.0,0.0,0.09523809523809525,1.0,1.0
"['ORG', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON']",1,0.0,1.0,0.07547169811320754,1.0,1.0
"['PERSON', 'PERSON', 'PERSON', 'DATE']",1,0.0,1.0,0.4,1.0,1.0
"['ORG', 'PERSON', 'NORP']",1,0.0,1.0,0.16,1.0,1.0
"['QUANTITY', 'GPE', 'FAC']",1,0.0,0.0,0.26666666666666666,1.0,0.0
"['ORDINAL', 'MONEY']",1,0.0,0.0,0.23529411764705882,1.0,1.0
"['LOC', 'GPE', 'GPE', 'GPE', 'FAC', 'GPE', 'GPE', 'GPE', 'GPE', 'GPE', 'GPE']",1,0.0,0.0,0.08108108108108109,1.0,1.0
"['ORG', 'ORG', 'GPE', 'GPE']",1,0.0,0.0,0.2222222222222222,1.0,1.0
"['PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'ORG', 'PERSON', 'PERSON']",1,0.0,1.0,0.18181818181818182,1.0,1.0
"['ORG', 'WORK_OF_ART']",1,0.0,0.0,0.0,0.0,0.0
"['ORG', 'FAC']",1,0.0,0.0,0.0,0.0,0.0
"['NORP', 'ORG', 'NORP', 'ORG']",1,0.0,1.0,0.14285714285714288,1.0,1.0
"['TIME', 'DATE']",1,0.0,0.0,0.2857142857142857,1.0,1.0
"['CARDINAL', 'FAC']",1,0.0,0.0,0.15384615384615383,1.0,1.0
"['ORG', 'PRODUCT']",1,0.0,0.0,0.02197802197802198,1.0,0.0
"['EVENT', 'DATE']",1,0.0,1.0,0.26666666666666666,1.0,1.0
Overall,3020,0.015231788079470199,0.5814569536423841,0.17268294430277917,0.8993377483443709,0.7298013245033113
