Entity,Number of data,Hard EM,Soft EM,F1,BEM,Instrandom,Human
DATE,437,0.5560640732265446,0.597254004576659,0.6588739635650391,0.7391304347826086,0.6521739130434783,0.6842105263157895
CARDINAL,144,0.5486111111111112,0.6041666666666666,0.6048941798941798,0.6805555555555556,0.6111111111111112,0.6388888888888888
QUANTITY,14,0.42857142857142855,0.5,0.5433673469387755,0.5714285714285714,0.5714285714285714,0.5
ORDINAL,11,0.5454545454545454,0.7272727272727273,0.6515151515151515,0.7272727272727273,0.7272727272727273,0.8181818181818182
MONEY,10,0.4,0.4,0.6423809523809524,0.7,0.7,0.8
PERCENT,9,0.1111111111111111,0.3333333333333333,0.34814814814814815,0.5555555555555556,0.3333333333333333,0.3333333333333333
TIME,7,0.14285714285714285,0.14285714285714285,0.39999999999999997,0.42857142857142855,0.42857142857142855,0.2857142857142857
Overall,632,0.5379746835443038,0.5870253164556962,0.6363348676639816,0.7151898734177216,0.6360759493670886,0.6645569620253164
