Entity,Number of data,Hard EM,Soft EM,F1,BEM,Instentity,Human
DATE,52,0.5384615384615384,0.6153846153846154,0.6796703296703295,0.8076923076923077,0.75,0.75
CARDINAL,105,0.5904761904761905,0.6761904761904762,0.6734473991616847,0.8476190476190476,0.7428571428571429,0.7904761904761904
QUANTITY,1,0.0,0.0,0.0,0.0,0.0,1.0
ORDINAL,3,0.0,0.0,0.4444444444444444,0.6666666666666666,0.0,0.6666666666666666
MONEY,4,0.0,0.0,0.1,0.25,0.5,0.5
PERCENT,2,0.5,0.5,0.5,1.0,0.5,0.5
TIME,5,0.2,0.6,0.4,1.0,0.6,0.6
Overall,172,0.5348837209302325,0.622093023255814,0.6441172522567871,0.8197674418604651,0.7151162790697675,0.7616279069767442
