Entity,Number of data,Hard EM,Soft EM,F1,BEM,Instentity
DATE,52,0.7884615384615384,0.8653846153846154,0.9807692307692307,0.9423076923076923,0.9615384615384616
CARDINAL,105,0.8,0.8857142857142857,0.8761904761904762,0.8476190476190476,0.9142857142857143
QUANTITY,1,0.0,0.0,0.0,0.0,0.0
ORDINAL,3,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333
MONEY,4,0.5,0.5,0.5,0.75,1.0
PERCENT,2,1.0,1.0,1.0,0.5,1.0
TIME,5,0.6,1.0,0.8,0.6,1.0
Overall,172,0.7732558139534884,0.8604651162790697,0.8953488372093024,0.8604651162790697,0.9186046511627907
