Entity,Number of data,Hard EM,Soft EM,F1,BEM,Instentity,Human
unknown,189,0.3492063492063492,0.42328042328042326,0.46627804881773144,0.5978835978835979,0.0,0.6772486772486772
Overall,189,0.3492063492063492,0.42328042328042326,0.46627804881773144,0.5978835978835979,0.0,0.6772486772486772
