Entity,Number of data,Hard EM,Soft EM,F1,BEM,Instentity
PERSON,744,0.8481182795698925,0.8817204301075269,0.9475806451612904,0.9610215053763441,0.22311827956989247
GPE,296,0.8074324324324325,0.8614864864864865,0.9256756756756757,0.956081081081081,0.10810810810810811
ORG,380,0.8052631578947368,0.8789473684210526,0.9184210526315789,0.9473684210526315,0.20526315789473684
NORP,58,0.8103448275862069,0.8793103448275862,0.9310344827586207,0.8793103448275862,0.27586206896551724
LOC,32,0.65625,0.8125,0.96875,0.96875,0.09375
Overall,1510,0.823841059602649,0.8754966887417218,0.9357615894039735,0.9536423841059603,0.19536423841059603
