Entity,Number of data,Hard EM,Soft EM,F1,BEM,Human
PERSON,950,0.05052631578947368,0.5368421052631579,0.1984393315827425,0.8789473684210526,0.6031578947368421
ORG,227,0.039647577092511016,0.6299559471365639,0.19369915704065152,0.9118942731277533,0.7400881057268722
unknown,620,0.02258064516129032,0.45,0.12636273367405476,0.8338709677419355,0.7112903225806452
"['PERSON', 'GPE', 'PERSON']",2,0.0,1.0,0.2681818181818182,1.0,1.0
QUANTITY,14,0.0,0.2857142857142857,0.21402705849853132,1.0,0.7142857142857143
LOC,38,0.05263157894736842,0.47368421052631576,0.20592627549300066,0.8157894736842105,0.7105263157894737
GPE,238,0.025210084033613446,0.6050420168067226,0.17936603313089117,0.8613445378151261,0.7310924369747899
"['GPE', 'GPE', 'GPE', 'ORG']",1,0.0,1.0,0.10526315789473684,1.0,1.0
"['GPE', 'DATE']",1,0.0,0.0,0.33333333333333337,1.0,1.0
DATE,437,0.0,0.459954233409611,0.1681319204281089,0.88558352402746,0.6109839816933639
"['NORP', 'ORG']",6,0.0,0.6666666666666666,0.22573911334175165,0.8333333333333334,0.6666666666666666
NORP,49,0.0,0.3877551020408163,0.10496000045398861,0.8775510204081632,0.6938775510204082
ORDINAL,11,0.0,0.45454545454545453,0.13474790541635462,0.9090909090909091,0.45454545454545453
"['PERSON', 'NORP', 'PERSON']",7,0.0,0.8571428571428571,0.2909306014896077,0.8571428571428571,0.8571428571428571
"['DATE', 'ORDINAL', 'WORK_OF_ART']",1,0.0,1.0,0.1,1.0,1.0
"['PERSON', 'ORG']",5,0.0,0.4,0.1126083112290009,1.0,0.6
"['ORG', 'PERSON']",8,0.0,0.625,0.21290743570155332,0.75,0.75
CARDINAL,144,0.006944444444444444,0.4513888888888889,0.12024251108484472,0.9444444444444444,0.625
"['LOC', 'NORP', 'LOC']",1,0.0,1.0,0.2222222222222222,1.0,1.0
MONEY,10,0.0,0.4,0.10560129525646766,1.0,0.5
"['PERSON', 'ORG', 'PERSON', 'PERSON']",2,0.0,0.5,0.19710144927536233,1.0,0.5
"['DATE', 'EVENT']",2,0.0,0.5,0.11513157894736842,1.0,0.5
"['DATE', 'ORG']",4,0.0,0.5,0.12964912280701754,0.75,0.5
FAC,12,0.0,0.4166666666666667,0.19646609840108295,1.0,0.6666666666666666
"['GPE', 'GPE', 'DATE']",1,0.0,0.0,0.23076923076923078,1.0,1.0
"['CARDINAL', 'LOC']",1,0.0,0.0,0.08333333333333333,1.0,0.0
"['NORP', 'ORG', 'NORP']",1,0.0,1.0,0.14545454545454545,1.0,1.0
"['ORG', 'DATE']",2,0.0,1.0,0.12681159420289856,1.0,1.0
"['QUANTITY', 'FAC']",1,0.0,1.0,0.2857142857142857,1.0,1.0
"['NORP', 'GPE']",6,0.0,0.5,0.19917879055810092,0.8333333333333334,0.5
"['DATE', 'CARDINAL']",6,0.0,0.6666666666666666,0.13069536325168365,0.8333333333333334,0.6666666666666666
"['PERSON', 'GPE']",9,0.0,0.2222222222222222,0.13811074546368662,0.6666666666666666,0.2222222222222222
"['PERSON', 'PERSON', 'GPE']",1,0.0,0.0,0.07142857142857142,1.0,0.0
"['ORG', 'PERSON', 'NORP', 'PERSON']",1,0.0,1.0,0.3,1.0,1.0
"['PERSON', 'WORK_OF_ART']",2,0.0,0.0,0.0,0.5,0.0
"['PERSON', 'ORG', 'PERSON', 'PERSON', 'ORG', 'PERSON', 'PERSON', 'ORG', 'PERSON']",1,0.0,0.0,0.0,1.0,0.0
WORK_OF_ART,13,0.0,0.38461538461538464,0.14797848985492007,0.7692307692307693,0.46153846153846156
"['DATE', 'PERSON']",4,0.0,0.75,0.25721153846153844,1.0,0.75
"['ORG', 'LOC']",2,0.0,0.5,0.15405405405405406,1.0,0.5
"['CARDINAL', 'ORG']",2,0.0,0.0,0.0625,1.0,0.5
"['PERSON', 'GPE', 'GPE', 'GPE', 'GPE', 'GPE']",1,0.0,1.0,0.14285714285714288,1.0,1.0
"['PERSON', 'PERSON', 'ORG']",5,0.0,0.8,0.2181514392040708,1.0,0.8
"['NORP', 'PERSON']",6,0.0,0.6666666666666666,0.21491198388861563,1.0,0.8333333333333334
TIME,7,0.0,0.2857142857142857,0.11178663378775662,1.0,0.5714285714285714
"['ORG', 'GPE']",12,0.0,0.5,0.2034195404880181,0.6666666666666666,0.6666666666666666
"['PERSON', 'GPE', 'PERSON', 'GPE', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'GPE', 'PERSON', 'GPE', 'GPE', 'GPE', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'GPE']",1,0.0,1.0,0.1904761904761905,1.0,1.0
"['PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'GPE', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON']",1,0.0,1.0,0.12121212121212123,1.0,1.0
"['PERSON', 'PERSON', 'CARDINAL']",1,0.0,1.0,0.2222222222222222,1.0,1.0
"['GPE', 'GPE', 'DATE', 'GPE', 'GPE', 'DATE']",1,0.0,1.0,0.18181818181818182,1.0,1.0
"['PERSON', 'PERSON', 'PERSON', 'ORG']",2,0.0,1.0,0.36,1.0,1.0
PERCENT,9,0.0,0.4444444444444444,0.1293951418951419,0.8888888888888888,0.5555555555555556
"['NORP', 'PERSON', 'PERSON']",5,0.0,0.8,0.25252747252747254,0.8,0.8
"['GPE', 'GPE', 'LOC', 'GPE', 'GPE']",1,0.0,1.0,0.35294117647058826,1.0,1.0
"['DATE', 'PERSON', 'PERSON', 'PERSON', 'PERSON']",1,0.0,1.0,0.5,1.0,1.0
"['GPE', 'EVENT']",1,0.0,1.0,0.17777777777777776,1.0,1.0
EVENT,7,0.0,0.5714285714285714,0.27722917123838786,1.0,0.5714285714285714
"['PERSON', 'LOC', 'PERSON', 'LOC']",1,0.0,0.0,0.24,1.0,0.0
"['LAW', 'DATE']",2,0.0,0.5,0.20566908371786422,1.0,1.0
"['FAC', 'GPE']",1,0.0,0.0,0.0,1.0,0.0
"['GPE', 'GPE', 'GPE', 'GPE', 'LOC']",1,0.0,1.0,0.15384615384615385,1.0,1.0
