Entity,Number of data,Hard EM,Soft EM,F1,BEM,Human
"['LOC', 'GPE']",3,0.6666666666666666,1.0,0.7272727272727272,1.0,1.0
"['DATE', 'DATE', 'GPE', 'DATE']",1,0.0,0.0,0.0,1.0,0.0
"['NORP', 'DATE', 'NORP']",1,0.0,0.0,0.0,1.0,1.0
"['GPE', 'GPE', 'FAC', 'GPE']",1,0.0,0.0,0.0,1.0,0.0
"['ORG', 'ORDINAL']",1,0.0,0.0,0.0,1.0,0.0
"['DATE', 'NORP']",1,0.0,0.0,0.0,0.0,0.0
"['NORP', 'GPE', 'NORP']",1,0.0,0.0,0.0,1.0,0.0
"['ORG', 'PERSON', 'PERSON', 'PERSON']",2,0.5,1.0,0.6818181818181818,1.0,1.0
"['ORG', 'GPE', 'GPE']",2,0.0,1.0,0.10737327188940092,1.0,1.0
"['PERSON', 'PERSON', 'PERSON', 'PERSON', 'WORK_OF_ART', 'PERSON']",1,0.0,0.0,0.0,1.0,0.0
"['PERSON', 'GPE', 'GPE']",1,0.0,0.0,0.16666666666666666,1.0,0.0
"['PERSON', 'PERSON', 'PERSON', 'GPE', 'PERSON', 'PERSON', 'PERSON']",1,0.0,0.0,0.07407407407407407,0.0,0.0
"['LOC', 'DATE']",1,0.0,0.0,0.04878048780487805,1.0,0.0
"['CARDINAL', 'EVENT']",1,0.0,1.0,0.2,1.0,1.0
"['CARDINAL', 'CARDINAL', 'PERSON', 'PERSON']",1,0.0,1.0,0.21428571428571427,1.0,1.0
"['MONEY', 'DATE']",2,0.0,0.0,0.2545454545454545,1.0,0.5
"['ORG', 'LANGUAGE']",1,0.0,1.0,0.0909090909090909,1.0,1.0
"['CARDINAL', 'ORG', 'GPE', 'ORG']",1,0.0,1.0,0.1142857142857143,1.0,1.0
"['GPE', 'LOC']",1,0.0,1.0,0.11764705882352941,1.0,1.0
"['GPE', 'LOC', 'GPE', 'GPE']",1,0.0,0.0,0.2,1.0,0.0
LANGUAGE,2,0.0,0.5,0.09416445623342173,1.0,1.0
"['QUANTITY', 'CARDINAL', 'QUANTITY']",1,0.0,0.0,0.3529411764705882,1.0,1.0
"['PERSON', 'PERSON', 'ORG', 'PERSON', 'WORK_OF_ART', 'PERSON', 'PERSON']",1,0.0,1.0,0.3636363636363636,1.0,1.0
"['GPE', 'GPE', 'ORG']",1,0.0,1.0,0.05479452054794521,1.0,1.0
"['CARDINAL', 'QUANTITY']",3,0.0,0.3333333333333333,0.12358865977418558,0.6666666666666666,0.6666666666666666
"['CARDINAL', 'CARDINAL', 'DATE', 'CARDINAL', 'CARDINAL']",1,0.0,0.0,0.2,1.0,0.0
"['PERSON', 'ORG', 'GPE']",1,0.0,0.0,0.16,1.0,1.0
"['LOC', 'NORP', 'GPE']",1,0.0,1.0,0.12121212121212122,1.0,1.0
"['GPE', 'GPE', 'NORP', 'GPE']",1,0.0,0.0,0.037037037037037035,0.0,1.0
"['PERSON', 'GPE', 'GPE', 'GPE']",1,0.0,1.0,0.24000000000000002,1.0,1.0
"['DATE', 'PERSON', 'GPE']",1,0.0,0.0,0.058823529411764705,0.0,1.0
"['DATE', 'ORG', 'PRODUCT', 'ORG', 'ORG', 'PRODUCT']",1,0.0,1.0,0.10714285714285715,1.0,1.0
"['DATE', 'GPE', 'DATE', 'DATE']",1,0.0,1.0,0.26666666666666666,1.0,1.0
"['ORG', 'NORP']",2,0.0,1.0,0.10238095238095238,1.0,1.0
"['ORG', 'FAC', 'ORG']",2,0.0,0.0,0.07115009746588694,0.5,0.5
"['ORG', 'NORP', 'GPE']",1,0.0,1.0,0.2222222222222222,1.0,1.0
"['PERSON', 'PERSON', 'ORG', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON']",1,0.0,0.0,0.07272727272727272,1.0,0.0
"['DATE', 'PERCENT']",1,0.0,0.0,0.15384615384615385,1.0,0.0
"['CARDINAL', 'DATE']",6,0.0,0.3333333333333333,0.18663632119514473,0.8333333333333334,0.5
"['PERSON', 'NORP', 'ORG']",1,0.0,1.0,0.4444444444444445,1.0,1.0
LAW,3,0.0,0.3333333333333333,0.04784992784992786,0.6666666666666666,1.0
"['ORG', 'PERSON', 'PERSON']",3,0.0,0.0,0.0,0.6666666666666666,0.0
"['GPE', 'GPE', 'ORG', 'GPE']",1,0.0,1.0,0.2857142857142857,1.0,1.0
"['PERSON', 'PERSON', 'DATE', 'ORG']",1,0.0,1.0,0.2666666666666667,1.0,1.0
"['DATE', 'DATE', 'TIME']",1,0.0,1.0,0.5,1.0,1.0
"['CARDINAL', 'PERSON']",2,0.0,0.5,0.1111111111111111,1.0,0.5
"['NORP', 'NORP', 'PERSON']",1,0.0,0.0,0.0,0.0,0.0
"['NORP', 'NORP', 'GPE']",1,0.0,0.0,0.0,1.0,1.0
"['LANGUAGE', 'NORP']",1,0.0,1.0,0.1081081081081081,1.0,1.0
"['DATE', 'TIME']",2,0.0,0.0,0.029411764705882353,1.0,0.0
PRODUCT,9,0.0,0.4444444444444444,0.14076867214122116,1.0,0.7777777777777778
"['GPE', 'LANGUAGE']",1,0.0,1.0,0.15384615384615385,1.0,1.0
"['GPE', 'ORG']",1,0.0,1.0,0.25,1.0,1.0
"['PERSON', 'ORG', 'PERSON']",1,0.0,0.0,0.0,1.0,0.0
"['ORG', 'PERSON', 'ORG']",1,0.0,0.0,0.02777777777777778,1.0,1.0
"['GPE', 'NORP']",1,0.0,1.0,0.1111111111111111,1.0,1.0
"['NORP', 'GPE', 'NORP', 'GPE']",1,0.0,1.0,0.052631578947368425,1.0,1.0
"['GPE', 'GPE', 'NORP']",1,0.0,1.0,0.06060606060606061,1.0,1.0
"['LANGUAGE', 'PERSON', 'PERSON']",1,0.0,0.0,0.0,0.0,0.0
"['GPE', 'PERSON']",2,0.0,0.5,0.4833333333333333,1.0,1.0
"['ORG', 'ORG', 'FAC', 'GPE', 'FAC']",1,0.0,0.0,0.39999999999999997,1.0,0.0
"['PERSON', 'ORG', 'PERSON', 'PERSON', 'PERSON']",1,0.0,1.0,0.4,1.0,1.0
"['ORG', 'ORG', 'PERSON']",1,0.0,1.0,0.15789473684210528,1.0,1.0
"['PERSON', 'PERSON', 'GPE', 'PERSON', 'PERSON', 'PERSON']",1,0.0,0.0,0.0,1.0,0.0
"['GPE', 'GPE', 'GPE', 'GPE', 'PERSON', 'GPE', 'GPE', 'GPE']",1,0.0,1.0,0.4,1.0,1.0
"['LANGUAGE', 'PERSON']",1,0.0,0.0,0.13793103448275865,1.0,1.0
"['ORG', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON']",1,0.0,1.0,0.012987012987012988,1.0,1.0
"['PERSON', 'PERSON', 'PERSON', 'DATE']",1,1.0,1.0,1.0,1.0,1.0
"['ORG', 'PERSON', 'NORP']",1,0.0,1.0,0.23529411764705882,1.0,1.0
"['QUANTITY', 'GPE', 'FAC']",1,0.0,0.0,0.1818181818181818,1.0,1.0
"['ORDINAL', 'MONEY']",1,0.0,0.0,0.2608695652173913,1.0,0.0
"['LOC', 'GPE', 'GPE', 'GPE', 'FAC', 'GPE', 'GPE', 'GPE', 'GPE', 'GPE', 'GPE']",1,0.0,0.0,0.18181818181818182,1.0,1.0
"['ORG', 'ORG', 'GPE', 'GPE']",1,0.0,0.0,0.1111111111111111,1.0,0.0
"['PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'ORG', 'PERSON', 'PERSON']",1,0.0,1.0,0.17142857142857143,1.0,1.0
"['ORG', 'WORK_OF_ART']",1,0.0,0.0,0.0,1.0,0.0
"['ORG', 'FAC']",1,0.0,0.0,0.0,1.0,0.0
"['NORP', 'ORG', 'NORP', 'ORG']",1,0.0,1.0,0.5,1.0,1.0
"['TIME', 'DATE']",1,0.0,0.0,0.1904761904761905,1.0,1.0
"['CARDINAL', 'FAC']",1,0.0,0.0,0.375,1.0,1.0
"['ORG', 'PRODUCT']",1,0.0,0.0,0.0,1.0,0.0
"['EVENT', 'DATE']",1,0.0,1.0,0.23529411764705882,1.0,1.0
Overall,3020,0.02781456953642384,0.5089403973509934,0.1703430039029185,0.876158940397351,0.6549668874172185
