Entity,Number of data,Hard EM,Soft EM,F1,BEM,Instzero
PERSON,1035,0.7971014492753623,0.8946859903381642,0.9111111111111111,0.9449275362318841,0.8975845410628019
GPE,288,0.5416666666666666,0.7604166666666666,0.7361111111111112,0.8506944444444444,0.8819444444444444
ORG,198,0.6565656565656566,0.7777777777777778,0.7929292929292929,0.8838383838383839,0.8383838383838383
NORP,80,0.525,0.675,0.75,0.8,0.8125
LOC,46,0.41304347826086957,0.5434782608695652,0.6739130434782609,0.8260869565217391,0.7608695652173914
WORK_OF_ART,14,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.7142857142857143
FAC,17,0.7647058823529411,0.8235294117647058,0.9411764705882353,0.9411764705882353,1.0
PRODUCT,13,0.46153846153846156,0.6153846153846154,0.6923076923076923,0.9230769230769231,0.8461538461538461
EVENT,8,0.875,0.875,1.0,0.75,0.75
LAW,4,0.0,0.25,0.25,0.25,1.0
LANGUAGE,3,0.0,0.0,0.0,0.0,0.3333333333333333
Overall,1706,0.7098475967174678,0.8329425556858148,0.8493552168815943,0.906799531066823,0.8780773739742087
