Entity,Number of data,Hard EM,Soft EM,F1,BEM,Instzero,Human
PERSON,1035,0.4057971014492754,0.5053140096618357,0.5083871032839045,0.5845410628019324,0.6531400966183575,0.6086956521739131
GPE,288,0.2916666666666667,0.5104166666666666,0.4638491067272773,0.6493055555555556,0.7222222222222222,0.75
ORG,198,0.35353535353535354,0.47474747474747475,0.5061501209228484,0.6414141414141414,0.696969696969697,0.696969696969697
NORP,80,0.225,0.375,0.3803968253968254,0.625,0.7125,0.7
LOC,46,0.15217391304347827,0.2826086956521739,0.3787505972288581,0.6086956521739131,0.7608695652173914,0.7391304347826086
WORK_OF_ART,14,0.21428571428571427,0.21428571428571427,0.26609105180533754,0.2857142857142857,0.5714285714285714,0.2857142857142857
FAC,17,0.29411764705882354,0.35294117647058826,0.46862745098039216,0.47058823529411764,0.5294117647058824,0.5294117647058824
PRODUCT,13,0.15384615384615385,0.3076923076923077,0.32564102564102565,0.6153846153846154,0.6923076923076923,0.6923076923076923
EVENT,8,0.375,0.375,0.4583333333333333,0.75,0.75,0.5
LAW,4,0.0,0.25,0.20833333333333334,0.25,1.0,1.0
LANGUAGE,3,0.0,0.0,0.13333333333333333,0.0,0.3333333333333333,1.0
Overall,1706,0.35873388042203985,0.48300117233294254,0.48573649871545677,0.6002344665885111,0.6746776084407972,0.6488862837045721
