Entity,Number of data,Hard EM,Soft EM,F1,BEM,Instzero
DATE,52,0.17307692307692307,0.8269230769230769,0.17307692307692307,0.7692307692307693,0.8653846153846154
CARDINAL,105,0.19047619047619047,0.8,0.19047619047619047,0.6952380952380952,0.8952380952380953
QUANTITY,1,1.0,0.0,1.0,0.0,0.0
ORDINAL,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0
MONEY,4,0.5,0.5,0.5,0.75,0.75
PERCENT,2,0.5,1.0,0.5,1.0,1.0
TIME,5,0.0,1.0,0.0,1.0,1.0
PERSON,744,0.08198924731182795,0.918010752688172,0.08198924731182795,0.8333333333333334,0.9556451612903226
GPE,296,0.08108108108108109,0.918918918918919,0.08108108108108109,0.8445945945945946,0.972972972972973
ORG,380,0.10263157894736842,0.8973684210526316,0.10263157894736842,0.7921052631578948,0.9578947368421052
NORP,58,0.15517241379310345,0.8448275862068966,0.15517241379310345,0.6724137931034483,0.9655172413793104
LOC,32,0.09375,0.90625,0.09375,0.71875,0.96875
WORK_OF_ART,17,0.11764705882352941,0.8823529411764706,0.11764705882352941,0.8235294117647058,0.9411764705882353
FAC,17,0.11764705882352941,0.8823529411764706,0.11764705882352941,0.8235294117647058,0.9411764705882353
PRODUCT,21,0.09523809523809523,0.9047619047619048,0.09523809523809523,0.8571428571428571,0.9523809523809523
EVENT,9,0.1111111111111111,0.8888888888888888,0.1111111111111111,0.7777777777777778,1.0
LAW,2,0.0,1.0,0.0,0.5,1.0
LANGUAGE,1,0.0,1.0,0.0,1.0,1.0
unknown,189,0.12698412698412698,0.873015873015873,0.12698412698412698,0.7354497354497355,0.9417989417989417
Overall,1938,0.10371517027863777,0.8962848297213623,0.10371517027863777,0.8008255933952528,0.9514963880288958
