Entity,Number of data,Hard EM,Soft EM,F1,BEM,Instzero,Human
DATE,499,0.0,0.4729458917835671,0.16429229737786497,0.8897795591182365,0.7034068136272545,0.6172344689378757
CARDINAL,169,0.011834319526627219,0.4556213017751479,0.13452392183724643,0.9408284023668639,0.6923076923076923,0.621301775147929
QUANTITY,19,0.0,0.2631578947368421,0.20754334845006384,1.0,0.7894736842105263,0.7368421052631579
ORDINAL,13,0.0,0.46153846153846156,0.13914566355742825,0.9230769230769231,0.8461538461538461,0.5384615384615384
MONEY,11,0.0,0.36363636363636365,0.1321811591404068,1.0,0.7272727272727273,0.5454545454545454
PERCENT,10,0.0,0.4,0.1318402430902431,0.9,0.7,0.5
TIME,7,0.0,0.14285714285714285,0.10776763488384722,1.0,0.7142857142857143,0.42857142857142855
PERSON,1035,0.04830917874396135,0.5458937198067633,0.19861588076695427,0.8792270531400966,0.6801932367149759,0.6086956521739131
GPE,288,0.020833333333333332,0.6145833333333334,0.17920613213045922,0.8784722222222222,0.8402777777777778,0.75
ORG,198,0.03535353535353535,0.5909090909090909,0.1993180997946404,0.8838383838383839,0.7878787878787878,0.696969696969697
NORP,80,0.0,0.475,0.13126353431568025,0.8875,0.85,0.7
LOC,46,0.08695652173913043,0.5,0.23409659928592558,0.8478260869565217,0.8478260869565217,0.7391304347826086
WORK_OF_ART,14,0.0,0.21428571428571427,0.10508839691483,0.7857142857142857,0.5,0.2857142857142857
FAC,17,0.0,0.35294117647058826,0.1493771389783045,0.8823529411764706,0.5294117647058824,0.5294117647058824
PRODUCT,13,0.0,0.38461538461538464,0.10759509469916709,0.9230769230769231,0.7692307692307693,0.6923076923076923
EVENT,8,0.0,0.5,0.27010528673835127,1.0,0.875,0.5
LAW,4,0.0,0.5,0.06220323536113011,0.75,1.0,1.0
LANGUAGE,3,0.0,0.3333333333333333,0.10875331564986739,1.0,1.0,1.0
unknown,586,0.025597269624573378,0.4453924914675768,0.12693152505185856,0.8276450511945392,0.825938566552901,0.7218430034129693
Overall,3020,0.02781456953642384,0.5082781456953642,0.17034300390291873,0.876158940397351,0.7440397350993377,0.6549668874172185
