Entity,Number of data,Hard EM,Soft EM,F1,BEM,Instentity,Human
DATE,499,0.0,0.5571142284569138,0.10038437113782188,0.8076152304609219,0.5470941883767535,0.7094188376753507
CARDINAL,169,0.0,0.5798816568047337,0.087954005858097,0.8875739644970414,0.41420118343195267,0.727810650887574
QUANTITY,19,0.0,0.3157894736842105,0.148748738260445,0.9473684210526315,0.42105263157894735,0.7894736842105263
ORDINAL,13,0.0,0.5384615384615384,0.08659741130329367,0.9230769230769231,0.5384615384615384,0.6923076923076923
MONEY,11,0.0,0.45454545454545453,0.07535799431794005,0.9090909090909091,0.36363636363636365,0.5454545454545454
PERCENT,10,0.0,0.4,0.033991822377258896,0.7,0.2,0.4
TIME,7,0.0,0.42857142857142855,0.06729199458664631,0.8571428571428571,0.2857142857142857,0.7142857142857143
Overall,728,0.0,0.5508241758241759,0.09690648445749893,0.8324175824175825,0.5027472527472527,0.7087912087912088
