Entity,Number of data,Hard EM,Soft EM,F1,BEM,Instentity,Human
DATE,52,0.5192307692307693,0.6538461538461539,0.6790293040293041,0.8076923076923077,0.7884615384615384,0.8269230769230769
CARDINAL,105,0.5714285714285714,0.6952380952380952,0.6739014580191051,0.8,0.7523809523809524,0.8095238095238095
QUANTITY,1,0.0,0.0,0.0,0.0,1.0,0.0
ORDINAL,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
MONEY,4,0.25,0.25,0.35,0.5,0.5,0.5
PERCENT,2,0.5,0.5,0.5,1.0,0.5,0.5
TIME,5,0.6,1.0,0.8333333333333333,1.0,1.0,1.0
Overall,172,0.5465116279069767,0.6744186046511628,0.6664874626057937,0.7965116279069767,0.7616279069767442,0.8023255813953488
