Entity,Number of data,Hard EM,Soft EM,F1,BEM,Instentity
DATE,52,0.6538461538461539,0.7884615384615384,0.8269230769230769,0.8653846153846154,0.8846153846153846
CARDINAL,105,0.7428571428571429,0.8666666666666667,0.8952380952380953,0.8952380952380953,0.8666666666666667
QUANTITY,1,1.0,1.0,1.0,1.0,0.0
ORDINAL,3,1.0,1.0,1.0,1.0,1.0
MONEY,4,0.75,0.75,0.75,1.0,1.0
PERCENT,2,1.0,1.0,1.0,0.5,1.0
TIME,5,0.6,1.0,1.0,1.0,1.0
Overall,172,0.7209302325581395,0.8488372093023255,0.877906976744186,0.8895348837209303,0.877906976744186
