Entity,Number of data,Hard EM,Soft EM,F1,BEM,Human
"['CARDINAL', 'DATE']",6,0.5,0.6666666666666666,0.5666666666666667,0.8333333333333334,0.8333333333333334
"['PERSON', 'NORP', 'ORG']",1,1.0,1.0,1.0,1.0,1.0
LAW,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666
"['ORG', 'PERSON', 'PERSON']",3,1.0,1.0,1.0,1.0,1.0
"['GPE', 'GPE', 'ORG', 'GPE']",1,1.0,1.0,1.0,1.0,1.0
"['PERSON', 'PERSON', 'DATE', 'ORG']",1,1.0,1.0,1.0,1.0,1.0
"['DATE', 'DATE', 'TIME']",1,1.0,1.0,1.0,1.0,1.0
"['CARDINAL', 'PERSON']",2,0.5,0.5,0.5,1.0,0.5
"['NORP', 'NORP', 'PERSON']",1,0.0,0.0,0.4,1.0,1.0
"['NORP', 'NORP', 'GPE']",1,1.0,1.0,1.0,1.0,1.0
"['LANGUAGE', 'NORP']",1,1.0,1.0,1.0,1.0,1.0
"['DATE', 'TIME']",2,0.5,0.5,0.8333333333333333,1.0,1.0
PRODUCT,9,0.2222222222222222,0.2222222222222222,0.34074074074074073,0.4444444444444444,0.4444444444444444
"['GPE', 'LANGUAGE']",1,1.0,1.0,1.0,1.0,1.0
"['GPE', 'ORG']",1,0.0,0.0,0.0,0.0,1.0
"['PERSON', 'ORG', 'PERSON']",1,1.0,1.0,1.0,1.0,1.0
"['ORG', 'PERSON', 'ORG']",1,1.0,1.0,1.0,1.0,1.0
"['GPE', 'NORP']",1,1.0,1.0,1.0,1.0,1.0
"['NORP', 'GPE', 'NORP', 'GPE']",1,1.0,1.0,1.0,1.0,1.0
"['GPE', 'GPE', 'NORP']",1,1.0,1.0,1.0,1.0,1.0
"['LANGUAGE', 'PERSON', 'PERSON']",1,0.0,0.0,0.0,0.0,0.0
"['GPE', 'PERSON']",2,0.0,0.0,0.6666666666666666,1.0,0.5
"['ORG', 'ORG', 'FAC', 'GPE', 'FAC']",1,1.0,1.0,1.0,1.0,1.0
"['PERSON', 'ORG', 'PERSON', 'PERSON', 'PERSON']",1,1.0,1.0,1.0,1.0,1.0
"['ORG', 'ORG', 'PERSON']",1,0.0,0.0,0.5714285714285715,1.0,1.0
"['PERSON', 'PERSON', 'GPE', 'PERSON', 'PERSON', 'PERSON']",1,1.0,1.0,1.0,1.0,1.0
"['GPE', 'GPE', 'GPE', 'GPE', 'PERSON', 'GPE', 'GPE', 'GPE']",1,1.0,1.0,1.0,1.0,1.0
"['LANGUAGE', 'PERSON']",1,0.0,0.0,0.0,0.0,0.0
"['ORG', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON']",1,1.0,1.0,1.0,1.0,1.0
"['PERSON', 'PERSON', 'PERSON', 'DATE']",1,1.0,1.0,1.0,1.0,1.0
"['ORG', 'PERSON', 'NORP']",1,0.0,0.0,0.0,0.0,0.0
"['QUANTITY', 'GPE', 'FAC']",1,0.0,0.0,0.22222222222222224,0.0,1.0
"['ORDINAL', 'MONEY']",1,1.0,1.0,1.0,1.0,1.0
"['LOC', 'GPE', 'GPE', 'GPE', 'FAC', 'GPE', 'GPE', 'GPE', 'GPE', 'GPE', 'GPE']",1,0.0,0.0,0.6666666666666666,1.0,1.0
"['ORG', 'ORG', 'GPE', 'GPE']",1,0.0,0.0,0.0,0.0,0.0
"['PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'ORG', 'PERSON', 'PERSON']",1,0.0,0.0,0.4,0.0,0.0
"['ORG', 'WORK_OF_ART']",1,0.0,0.0,0.0,0.0,0.0
"['ORG', 'FAC']",1,0.0,0.0,0.0,0.0,0.0
"['NORP', 'ORG', 'NORP', 'ORG']",1,1.0,1.0,1.0,1.0,1.0
"['TIME', 'DATE']",1,1.0,1.0,1.0,1.0,1.0
"['CARDINAL', 'FAC']",1,0.0,0.0,0.0,0.0,0.0
"['ORG', 'PRODUCT']",1,0.0,0.0,0.6666666666666666,1.0,1.0
"['EVENT', 'DATE']",1,0.0,1.0,0.5,1.0,1.0
Overall,3020,0.5605960264900662,0.5917218543046358,0.6406214223598331,0.7009933774834437,0.6894039735099338
