Entity,Number of data,Hard EM,Soft EM,F1,BEM,Human
PERSON,950,0.6473684210526316,0.6557894736842105,0.7027543859649115,0.7231578947368421,0.728421052631579
ORG,227,0.6167400881057269,0.6696035242290749,0.6783549783549785,0.73568281938326,0.7092511013215859
unknown,620,0.4435483870967742,0.48870967741935484,0.5335995903737838,0.6290322580645161,0.6274193548387097
"['PERSON', 'GPE', 'PERSON']",2,0.0,0.0,0.0,0.0,0.0
QUANTITY,14,0.42857142857142855,0.5,0.5433673469387755,0.5714285714285714,0.5
LOC,38,0.39473684210526316,0.39473684210526316,0.5258771929824562,0.5789473684210527,0.6052631578947368
GPE,238,0.6386554621848739,0.6596638655462185,0.6949179671868747,0.7394957983193278,0.7605042016806722
"['GPE', 'GPE', 'GPE', 'ORG']",1,0.0,1.0,0.6666666666666666,1.0,1.0
"['GPE', 'DATE']",1,0.0,0.0,0.6666666666666666,1.0,1.0
DATE,437,0.5560640732265446,0.597254004576659,0.6588739635650391,0.7391304347826086,0.6842105263157895
"['NORP', 'ORG']",6,0.5,0.5,0.5833333333333334,0.6666666666666666,0.6666666666666666
NORP,49,0.3469387755102041,0.40816326530612246,0.475625055216892,0.6122448979591837,0.6122448979591837
ORDINAL,11,0.5454545454545454,0.7272727272727273,0.6515151515151515,0.7272727272727273,0.8181818181818182
"['PERSON', 'NORP', 'PERSON']",7,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
"['DATE', 'ORDINAL', 'WORK_OF_ART']",1,1.0,1.0,1.0,1.0,1.0
"['PERSON', 'ORG']",5,0.6,0.6,0.6,0.6,0.6
"['ORG', 'PERSON']",8,0.5,0.5,0.6625,0.75,0.75
CARDINAL,144,0.5486111111111112,0.6041666666666666,0.6048941798941798,0.6805555555555556,0.6388888888888888
"['LOC', 'NORP', 'LOC']",1,1.0,1.0,1.0,1.0,1.0
MONEY,10,0.4,0.4,0.6423809523809524,0.7,0.8
"['PERSON', 'ORG', 'PERSON', 'PERSON']",2,1.0,1.0,1.0,1.0,1.0
"['DATE', 'EVENT']",2,0.5,0.5,0.5,0.5,0.5
"['DATE', 'ORG']",4,0.5,0.5,0.5,0.75,0.5
FAC,12,0.6666666666666666,0.6666666666666666,0.8166666666666668,0.8333333333333334,0.75
"['GPE', 'GPE', 'DATE']",1,1.0,1.0,1.0,1.0,1.0
"['CARDINAL', 'LOC']",1,0.0,0.0,0.0,0.0,0.0
"['NORP', 'ORG', 'NORP']",1,0.0,0.0,0.8571428571428571,1.0,1.0
"['ORG', 'DATE']",2,0.5,0.5,0.6111111111111112,0.5,0.5
"['QUANTITY', 'FAC']",1,1.0,1.0,1.0,1.0,1.0
"['NORP', 'GPE']",6,0.3333333333333333,0.3333333333333333,0.5666666666666665,0.5,0.6666666666666666
"['DATE', 'CARDINAL']",6,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
"['PERSON', 'GPE']",9,0.5555555555555556,0.5555555555555556,0.7023809523809523,0.7777777777777778,0.7777777777777778
"['PERSON', 'PERSON', 'GPE']",1,0.0,0.0,0.0,0.0,0.0
"['ORG', 'PERSON', 'NORP', 'PERSON']",1,0.0,0.0,0.0,0.0,0.0
"['PERSON', 'WORK_OF_ART']",2,0.5,0.5,0.6666666666666666,1.0,1.0
"['PERSON', 'ORG', 'PERSON', 'PERSON', 'ORG', 'PERSON', 'PERSON', 'ORG', 'PERSON']",1,0.0,0.0,0.0,0.0,0.0
WORK_OF_ART,13,0.5384615384615384,0.5384615384615384,0.6025641025641025,0.6153846153846154,0.6153846153846154
"['DATE', 'PERSON']",4,0.75,0.75,0.75,0.75,0.75
"['ORG', 'LOC']",2,0.5,0.5,0.5,0.5,0.5
"['CARDINAL', 'ORG']",2,0.5,0.5,0.5,1.0,0.5
"['PERSON', 'GPE', 'GPE', 'GPE', 'GPE', 'GPE']",1,1.0,1.0,1.0,1.0,1.0
"['PERSON', 'PERSON', 'ORG']",5,0.8,0.8,0.8,0.8,0.8
"['NORP', 'PERSON']",6,0.3333333333333333,0.3333333333333333,0.5111111111111111,0.8333333333333334,0.5
TIME,7,0.14285714285714285,0.14285714285714285,0.39999999999999997,0.42857142857142855,0.2857142857142857
"['ORG', 'GPE']",12,0.3333333333333333,0.3333333333333333,0.5962301587301587,0.75,0.75
"['PERSON', 'GPE', 'PERSON', 'GPE', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'GPE', 'PERSON', 'GPE', 'GPE', 'GPE', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'GPE']",1,1.0,1.0,1.0,1.0,1.0
"['PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'GPE', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON']",1,1.0,1.0,1.0,1.0,1.0
"['PERSON', 'PERSON', 'CARDINAL']",1,0.0,1.0,0.8,1.0,1.0
"['GPE', 'GPE', 'DATE', 'GPE', 'GPE', 'DATE']",1,1.0,1.0,1.0,1.0,1.0
"['PERSON', 'PERSON', 'PERSON', 'ORG']",2,0.5,0.5,0.8333333333333333,1.0,1.0
PERCENT,9,0.1111111111111111,0.3333333333333333,0.34814814814814815,0.5555555555555556,0.3333333333333333
"['NORP', 'PERSON', 'PERSON']",5,0.8,0.8,0.8,0.8,0.8
"['GPE', 'GPE', 'LOC', 'GPE', 'GPE']",1,1.0,1.0,1.0,1.0,1.0
"['DATE', 'PERSON', 'PERSON', 'PERSON', 'PERSON']",1,1.0,1.0,1.0,1.0,1.0
"['GPE', 'EVENT']",1,1.0,1.0,1.0,1.0,1.0
EVENT,7,0.5714285714285714,0.5714285714285714,0.6857142857142857,0.7142857142857143,0.7142857142857143
"['PERSON', 'LOC', 'PERSON', 'LOC']",1,0.0,0.0,0.5,1.0,1.0
"['LAW', 'DATE']",2,0.5,0.5,0.875,1.0,1.0
"['FAC', 'GPE']",1,0.0,0.0,0.6666666666666666,1.0,1.0
"['GPE', 'GPE', 'GPE', 'GPE', 'LOC']",1,1.0,1.0,1.0,1.0,1.0
"['LOC', 'GPE']",3,0.3333333333333333,0.6666666666666666,0.5555555555555555,0.6666666666666666,0.6666666666666666
"['DATE', 'DATE', 'GPE', 'DATE']",1,0.0,0.0,0.0,0.0,0.0
"['NORP', 'DATE', 'NORP']",1,1.0,1.0,1.0,1.0,1.0
"['GPE', 'GPE', 'FAC', 'GPE']",1,1.0,1.0,1.0,1.0,1.0
"['ORG', 'ORDINAL']",1,0.0,0.0,0.0,0.0,0.0
"['DATE', 'NORP']",1,1.0,1.0,1.0,1.0,1.0
"['NORP', 'GPE', 'NORP']",1,0.0,0.0,0.6666666666666666,1.0,1.0
"['ORG', 'PERSON', 'PERSON', 'PERSON']",2,1.0,1.0,1.0,1.0,1.0
"['ORG', 'GPE', 'GPE']",2,0.0,0.5,0.8,1.0,1.0
"['PERSON', 'PERSON', 'PERSON', 'PERSON', 'WORK_OF_ART', 'PERSON']",1,1.0,1.0,1.0,1.0,1.0
"['PERSON', 'GPE', 'GPE']",1,1.0,1.0,1.0,1.0,1.0
"['PERSON', 'PERSON', 'PERSON', 'GPE', 'PERSON', 'PERSON', 'PERSON']",1,0.0,0.0,0.0,0.0,0.0
"['LOC', 'DATE']",1,1.0,1.0,1.0,1.0,1.0
"['CARDINAL', 'EVENT']",1,1.0,1.0,1.0,1.0,1.0
"['CARDINAL', 'CARDINAL', 'PERSON', 'PERSON']",1,1.0,1.0,1.0,1.0,1.0
"['MONEY', 'DATE']",2,0.0,0.0,0.4727272727272727,0.5,0.0
"['ORG', 'LANGUAGE']",1,1.0,1.0,1.0,1.0,1.0
"['CARDINAL', 'ORG', 'GPE', 'ORG']",1,1.0,1.0,1.0,1.0,1.0
"['GPE', 'LOC']",1,1.0,1.0,1.0,1.0,1.0
"['GPE', 'LOC', 'GPE', 'GPE']",1,0.0,0.0,0.0,0.0,0.0
LANGUAGE,2,0.5,0.5,0.5,0.5,1.0
"['QUANTITY', 'CARDINAL', 'QUANTITY']",1,1.0,1.0,1.0,1.0,1.0
"['PERSON', 'PERSON', 'ORG', 'PERSON', 'WORK_OF_ART', 'PERSON', 'PERSON']",1,0.0,0.0,0.0,1.0,0.0
"['GPE', 'GPE', 'ORG']",1,1.0,1.0,1.0,1.0,1.0
"['CARDINAL', 'QUANTITY']",3,0.0,0.0,0.14814814814814814,0.6666666666666666,0.0
"['CARDINAL', 'CARDINAL', 'DATE', 'CARDINAL', 'CARDINAL']",1,0.0,0.0,0.8571428571428571,1.0,0.0
"['PERSON', 'ORG', 'GPE']",1,0.0,0.0,0.6666666666666666,1.0,0.0
"['LOC', 'NORP', 'GPE']",1,0.0,0.0,0.0,0.0,0.0
"['GPE', 'GPE', 'NORP', 'GPE']",1,0.0,0.0,0.28571428571428575,0.0,0.0
"['PERSON', 'GPE', 'GPE', 'GPE']",1,1.0,1.0,1.0,1.0,1.0
"['DATE', 'PERSON', 'GPE']",1,0.0,0.0,0.0,0.0,0.0
"['DATE', 'ORG', 'PRODUCT', 'ORG', 'ORG', 'PRODUCT']",1,0.0,0.0,0.0,0.0,0.0
"['DATE', 'GPE', 'DATE', 'DATE']",1,0.0,1.0,0.6666666666666666,1.0,1.0
"['ORG', 'NORP']",2,0.0,0.0,0.0,0.5,0.5
"['ORG', 'FAC', 'ORG']",2,0.0,0.0,0.2,0.0,0.5
"['ORG', 'NORP', 'GPE']",1,1.0,1.0,1.0,1.0,1.0
"['PERSON', 'PERSON', 'ORG', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PERSON']",1,0.0,0.0,0.0,0.0,0.0
"['DATE', 'PERCENT']",1,1.0,1.0,1.0,1.0,1.0
