Entity,Number of data,Hard EM,Soft EM,F1,BEM,Instzero,Human
DATE,499,0.0,0.9919839679358717,0.021100915967199797,0.8717434869739479,0.8416833667334669,0.7094188376753507
CARDINAL,169,0.0,0.9467455621301775,0.020471929468648533,0.8816568047337278,0.834319526627219,0.727810650887574
QUANTITY,19,0.0,1.0,0.028085792370953943,0.9473684210526315,1.0,0.7894736842105263
ORDINAL,13,0.0,1.0,0.0212671269824145,0.9230769230769231,0.9230769230769231,0.6923076923076923
MONEY,11,0.0,0.9090909090909091,0.020397559929579635,1.0,0.8181818181818182,0.5454545454545454
PERCENT,10,0.0,1.0,0.013229548475450114,0.9,0.8,0.4
TIME,7,0.0,1.0,0.029181450665519786,1.0,0.7142857142857143,0.7142857142857143
PERSON,1035,0.0,0.9980676328502416,0.01673181632869688,0.9352657004830918,0.8743961352657005,0.8579710144927536
GPE,288,0.0,1.0,0.011889175795368802,0.8958333333333334,0.8819444444444444,0.8194444444444444
ORG,198,0.0,0.9949494949494949,0.017046445113278803,0.9090909090909091,0.8737373737373737,0.8181818181818182
NORP,80,0.0,1.0,0.009446289446980876,0.825,0.9375,0.825
LOC,46,0.0,1.0,0.008506004692513492,0.9130434782608695,0.9565217391304348,0.782608695652174
WORK_OF_ART,14,0.0,1.0,0.02425745550745551,0.7142857142857143,0.7857142857142857,0.7857142857142857
FAC,17,0.0,1.0,0.021122358805365782,1.0,0.7647058823529411,0.7647058823529411
PRODUCT,13,0.0,0.9230769230769231,0.03524718117478299,0.8461538461538461,0.7692307692307693,0.7692307692307693
EVENT,8,0.0,1.0,0.001893939393939394,0.625,0.875,0.5
LAW,4,0.0,1.0,0.019729206963249514,1.0,1.0,1.0
LANGUAGE,3,0.0,1.0,0.008032128514056226,0.6666666666666666,1.0,1.0
unknown,586,0.0,1.0,0.01131193910063673,0.8924914675767918,0.8890784982935154,0.7918088737201365
Overall,3020,0.0,0.9940397350993377,0.01606877535072539,0.9029801324503312,0.8721854304635761,0.7990066225165563
